"PDLP1_lp-2t_1_1_2_111206" NA "PDLP1_lp-2t_1_1_2_111206" "/Processing/$.mzML" "/Mascot/$.mzIdentML" "/MSGFPlus/$.mzid" 111206 1 1 2 "PI" "P" "I" "tryp" "PI1tryp2"
"PDLP1_lp-3t_1_1_3_111206" NA "PDLP1_lp-3t_1_1_3_111206" "/Processing/$.mzML" "/Mascot/$.mzIdentML" "/MSGFPlus/$.mzid" 111206 1 1 3 "PI" "P" "I" "tryp" "PI1tryp3"
"PDLP1_lp-4t_1_1_4_111206" NA "PDLP1_lp-4t_1_1_4_111206" "/Processing/$.mzML" "/Mascot/$.mzIdentML" "/MSGFPlus/$.mzid" 111206 1 1 4 "PI" "P" "I" "tryp" "PI1tryp4"
"PDLP1_P1_3_1_1_120415" NA "PDLP1_P1_3_1_1_120415" "/Processing/$.mzML" "/Mascot/$.mzIdentML" "/MSGFPlus/$.mzid" 120415 3 1 1 "PH" "P" "H" "tryp" "PH3tryp1"
"PDLP1_P1_5_1_1_130209" NA "PDLP1_P1_5_1_1_130209" "/Processing/$.mzML" "/Mascot/$.mzIdentML" "/MSGFPlus/$.mzid" 130209 5 1 1 "PH" "P" "H" "tryp" "PH5tryp1"
"PDLP1_P1true_2_1_1_120416" NA "PDLP1_P1true_2_1_1_120416" "/Processing/$.mzML" "/Mascot/$.mzIdentML" "/MSGFPlus/$.mzid" 120416 2 1 1 "PH" "P" "H" "tryp" "PH2tryp1"
"PDLP1_P2_3_1_2_120415" NA "PDLP1_P2_3_1_2_120415" "/Processing/$.mzML" "/Mascot/$.mzIdentML" "/MSGFPlus/$.mzid" 120415 3 1 2 "PH" "P" "H" "tryp" "PH3tryp2"
"PDLP1_P2_5_1_2_130209" NA "PDLP1_P2_5_1_2_130209" "/Processing/$.mzML" "/Mascot/$.mzIdentML" "/MSGFPlus/$.mzid" 130209 5 1 2 "PH" "P" "H" "tryp" "PH5tryp2"
"PDLP1_P2true_2_1_2_120416" NA "PDLP1_P2true_2_1_2_120416" "/Processing/$.mzML" "/Mascot/$.mzIdentML" "/MSGFPlus/$.mzid" 120416 2 1 2 "PH" "P" "H" "tryp" "PH2tryp2"
"PDLP1_P3_3_1_3_120415" NA "PDLP1_P3_3_1_3_120415" "/Processing/$.mzML" "/Mascot/$.mzIdentML" "/MSGFPlus/$.mzid" 120415 3 1 3 "PH" "P" "H" "tryp" "PH3tryp3"
"PDLP1_P3_5_1_3_130209" NA "PDLP1_P3_5_1_3_130209" "/Processing/$.mzML" "/Mascot/$.mzIdentML" "/MSGFPlus/$.mzid" 130209 5 1 3 "PH" "P" "H" "tryp" "PH5tryp3"
"PDLP1_P3true_2_1_3_120416" NA "PDLP1_P3true_2_1_3_120416" "/Processing/$.mzML" "/Mascot/$.mzIdentML" "/MSGFPlus/$.mzid" 120416 2 1 3 "PH" "P" "H" "tryp" "PH2tryp3"
"PDLP1_P4_3_1_4_120415" NA "PDLP1_P4_3_1_4_120415" "/Processing/$.mzML" "/Mascot/$.mzIdentML" "/MSGFPlus/$.mzid" 120415 3 1 4 "PH" "P" "H" "tryp" "PH3tryp4"
"PDLP1_P4_5_1_4_130209" NA "PDLP1_P4_5_1_4_130209" "/Processing/$.mzML" "/Mascot/$.mzIdentML" "/MSGFPlus/$.mzid" 130209 5 1 4 "PH" "P" "H" "tryp" "PH5tryp4"
"PDLP1_P4true_2_1_4_120416" NA "PDLP1_P4true_2_1_4_120416" "/Processing/$.mzML" "/Mascot/$.mzIdentML" "/MSGFPlus/$.mzid" 120416 2 1 4 "PH" "P" "H" "tryp" "PH2tryp4"
"PDLP1_P5_3_1_5_120415" NA "PDLP1_P5_3_1_5_120415" "/Processing/$.mzML" "/Mascot/$.mzIdentML" "/MSGFPlus/$.mzid" 120415 3 1 5 "PH" "P" "H" "tryp" "PH3tryp5"
"PDLP1_P5_5_1_5_130209" NA "PDLP1_P5_5_1_5_130209" "/Processing/$.mzML" "/Mascot/$.mzIdentML" "/MSGFPlus/$.mzid" 130209 5 1 5 "PH" "P" "H" "tryp" "PH5tryp5"
"PDLP1_P5true_2_1_5_120416" NA "PDLP1_P5true_2_1_5_120416" "/Processing/$.mzML" "/Mascot/$.mzIdentML" "/MSGFPlus/$.mzid" 120416 2 1 5 "PH" "P" "H" "tryp" "PH2tryp5"
"PDLP1_P6_5_1_6_130209" NA "PDLP1_P6_5_1_6_130209" "/Processing/$.mzML" "/Mascot/$.mzIdentML" "/MSGFPlus/$.mzid" 130209 5 1 6 "PH" "P" "H" "tryp" "PH5tryp6"
"PDLP1_PDLP1inf1_4_1_1_120607" NA "PDLP1_PDLP1inf1_4_1_1_120607" "/Processing/$.mzML" "/Mascot/$.mzIdentML" "/MSGFPlus/$.mzid" 120607 4 1 1 "PI" "P" "I" "tryp" "PI4tryp1"
"PDLP1_PDLP1inf2_4_1_2_120607" NA "PDLP1_PDLP1inf2_4_1_2_120607" "/Processing/$.mzML" "/Mascot/$.mzIdentML" "/MSGFPlus/$.mzid" 120607 4 1 2 "PI" "P" "I" "tryp" "PI4tryp2"
"PDLP1_PDLP1inf3_4_1_3_120607" NA "PDLP1_PDLP1inf3_4_1_3_120607" "/Processing/$.mzML" "/Mascot/$.mzIdentML" "/MSGFPlus/$.mzid" 120607 4 1 3 "PI" "P" "I" "tryp" "PI4tryp3"
"PDLP1_PDLP1inf4_4_1_4_120607" NA "PDLP1_PDLP1inf4_4_1_4_120607" "/Processing/$.mzML" "/Mascot/$.mzIdentML" "/MSGFPlus/$.mzid" 120607 4 1 4 "PI" "P" "I" "tryp" "PI4tryp4"
"PDLP1_PDLP1inf5_4_1_5_120607" NA "PDLP1_PDLP1inf5_4_1_5_120607" "/Processing/$.mzML" "/Mascot/$.mzIdentML" "/MSGFPlus/$.mzid" 120607 4 1 5 "PI" "P" "I" "tryp" "PI4tryp5"
"PDLP1_PDLP1noinf1_4_1_1_120607" NA "PDLP1_PDLP1noinf1_4_1_1_120607" "/Processing/$.mzML" "/Mascot/$.mzIdentML" "/MSGFPlus/$.mzid" 120607 4 1 1 "PH" "P" "H" "tryp" "PH4tryp1"
"PDLP1_PDLP1noinf2_4_1_2_120607" NA "PDLP1_PDLP1noinf2_4_1_2_120607" "/Processing/$.mzML" "/Mascot/$.mzIdentML" "/MSGFPlus/$.mzid" 120607 4 1 2 "PH" "P" "H" "tryp" "PH4tryp2"
"PDLP1_PDLP1noinf3_4_1_3_120607" NA "PDLP1_PDLP1noinf3_4_1_3_120607" "/Processing/$.mzML" "/Mascot/$.mzIdentML" "/MSGFPlus/$.mzid" 120607 4 1 3 "PH" "P" "H" "tryp" "PH4tryp3"
"PDLP1_PDLP1noinf4_4_1_4_120607" NA "PDLP1_PDLP1noinf4_4_1_4_120607" "/Processing/$.mzML" "/Mascot/$.mzIdentML" "/MSGFPlus/$.mzid" 120607 4 1 4 "PH" "P" "H" "tryp" "PH4tryp4"
"PDLP1_PDLP1noinf5_4_1_5_120607" NA "PDLP1_PDLP1noinf5_4_1_5_120607" "/Processing/$.mzML" "/Mascot/$.mzIdentML" "/MSGFPlus/$.mzid" 120607 4 1 5 "PH" "P" "H" "tryp" "PH4tryp5"
"PDLP1_PH1_5_1_1_130209" NA "PDLP1_PH1_5_1_1_130209" "/Processing/$.mzML" "/Mascot/$.mzIdentML" "/MSGFPlus/$.mzid" 130209 5 1 1 "PI" "P" "I" "tryp" "PI5tryp1"
"PDLP1_PH2_5_1_2_130209" NA "PDLP1_PH2_5_1_2_130209" "/Processing/$.mzML" "/Mascot/$.mzIdentML" "/MSGFPlus/$.mzid" 130209 5 1 2 "PI" "P" "I" "tryp" "PI5tryp2"
"PDLP1_PH3_5_1_3_130209" NA "PDLP1_PH3_5_1_3_130209" "/Processing/$.mzML" "/Mascot/$.mzIdentML" "/MSGFPlus/$.mzid" 130209 5 1 3 "PI" "P" "I" "tryp" "PI5tryp3"
"PDLP1_PH4_5_1_4_130209" NA "PDLP1_PH4_5_1_4_130209" "/Processing/$.mzML" "/Mascot/$.mzIdentML" "/MSGFPlus/$.mzid" 130209 5 1 4 "PI" "P" "I" "tryp" "PI5tryp4"
"PDLP1_PH5_5_1_5_130209" NA "PDLP1_PH5_5_1_5_130209" "/Processing/$.mzML" "/Mascot/$.mzIdentML" "/MSGFPlus/$.mzid" 130209 5 1 5 "PI" "P" "I" "tryp" "PI5tryp5"
"PDLP1_PH6_5_1_6_130209" NA "PDLP1_PH6_5_1_6_130209" "/Processing/$.mzML" "/Mascot/$.mzIdentML" "/MSGFPlus/$.mzid" 130209 5 1 6 "PI" "P" "I" "tryp" "PI5tryp6"
"PDLP1_wt-1t_1_1_1_111206" NA "PDLP1_wt-1t_1_1_1_111206" "/Processing/$.mzML" "/Mascot/$.mzIdentML" "/MSGFPlus/$.mzid" 111206 1 1 1 "CI" "C" "I" "tryp" "CI1tryp1"
"PDLP1_wt-2t_1_1_2_111206" NA "PDLP1_wt-2t_1_1_2_111206" "/Processing/$.mzML" "/Mascot/$.mzIdentML" "/MSGFPlus/$.mzid" 111206 1 1 2 "CI" "C" "I" "tryp" "CI1tryp2"
"PDLP1_wt-3t_1_1_3_111206" NA "PDLP1_wt-3t_1_1_3_111206" "/Processing/$.mzML" "/Mascot/$.mzIdentML" "/MSGFPlus/$.mzid" 111206 1 1 3 "CI" "C" "I" "tryp" "CI1tryp3"
"PDLP1_wt-4t_1_1_4_111206" NA "PDLP1_wt-4t_1_1_4_111206" "/Processing/$.mzML" "/Mascot/$.mzIdentML" "/MSGFPlus/$.mzid" 111206 1 1 4 "CI" "C" "I" "tryp" "CI1tryp4"
